,teacher,heart,reviewer,date,kinds,content_title,review_title,content,rated
10,박자영,5444,황*욱,23.03.18,89,[2024 내신만점 수능특강] 박자영의 수학Ⅱ,빨리 다음강의가 나오길...,"오리엔테이션이 나중에 나오는 건 뭐지.....??ㅋㅋㅋㅋㅋ
다음 강의 기달리고 있습니다!!자영 쌤 힘내세요!!",스페셜
11,박자영,5444,이*민,23.03.18,54,[2024 내신만점 수능특강] 박자영의 수학Ⅱ,강의 질문이요!,"안녕하세요. 
교과서진도특강을 다 듣고 무슨 강의를 듣는게 좋을까 여쭤볼려고 수강후기 적었어요.
선생님 강의 중에서 수학2 고2 대상인건
1. 수능감잡기
2. 뉴수능스타트
3. 수능개념
이렇게 3개가 있더라구요.
제가 강의를 보면서 쎈이랑 올림포스기출문제집을 풀려고 하는데 어떤 강의가 가장 적합할까요?
올림포스기출문제는 선생님 강의 들으면서 풀 예정이고 개념강의를 3개 중에서 골라주세요~",5점
12,박자영,5444,김*건,23.06.06,213,[2024 내신만점 수능특강] 박자영의 수학Ⅱ,사랑합니다 선생님!,"안녕하세요 선생님! 저는 2023 수능을 치뤘던 재수생 꿈틀이입니다!ㅋㅋㅋ  고1때 온라인 클래스로 선생님을 처음 뵙게 되었는데 너무나 밝은 모습으로 학생들을 맞이해 주셔서 정말 홀린듯이 수업을 수강했던 기억이 납니다. 정말 제가 8등급에서 4등급, 4등급에서 2등급까지 올릴 수 있던건 선생님의 따스한 응원과 개념을 차근차근 쌓아갈 수 있던 훌륭한 강의 덕분이었습니다ㅠㅜ

 거친 수험생활 속에서 지치고 낡아가던 도중 슬럼프에 빠져들어 선생님의 행복한 강의를 다시 찾아 뵙게 되었고 오랜만에 따스한 수업을 듣게 되어 무척 기쁩니다ㅠㅠㅠ
선생님의 강의를 듣는 학생인 만큼 1등급을 위한 그날까지 더욱 정진하겠습니다!!
 (미적분을 공부하는 학생이지만 수1 수2는 자영쌤 수업 듣고싶어서 수강중입니다ㅋㅋㅋㅋ )

언제나 저에게 꿈, 희망 그리고 힘이 되어주신 자영쌤!
매번 훌륭한 강의 너무 감사드립니다. 항상 건강하시고 행복하세요!

선생님의 영원한 꿈틀이 올림.

PS. 꿈을 이뤄 다른 사람의 꿈이 되자는 말씀은 3년이 지난 지금까지도 제 마음속에 가장 활활 타오르고 있는 인생 모토입니다! 사랑해요 쌤!",베스트
13,박자영,5444,김*재,23.03.16,57,[2024 내신만점 수능특강] 박자영의 수학Ⅱ,수2,강의에 감사드립니다,스페셜
14,박자영,5444,김*재,23.03.15,65,[2024 내신만점 수능특강] 박자영의 수학Ⅱ,첫글,첫글입니당~,5점
15,박자영,5444,김*재,23.11.13,6,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),3일전,수능까지 열공할게요,5점
16,박자영,5444,김*재,23.11.10,5,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),감사합니다,최고의 강의 입니다~,스페셜
17,박자영,5444,이*은,23.10.29,20,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),선생님,선생님 이제 수능이 얼마 안남았어요~ 남은 기간 컨디션 조절도 잘해야 하던데요. 수학도 문제 잘 풀어보는게 중요해요^^,5점
18,박자영,5444,김*채,23.10.04,35,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),16강 수특후기,수학공부도 열심히 하겠습니다,5점
19,박자영,5444,김*채,23.09.30,19,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),15강수특후기,"도형 배우 는 게 너무 재밌고 도형을 이용해서 수학적으로 한다 는 게 너무 신기했습니다 하지만 모 평 이나 수능에도 나올 수 있을 만큼 더 많이 알고 있겠습니다  
남은 연휴 잘 보내시고 항상 건강 하세요",5점
20,박자영,5444,김*채,23.09.29,10,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),14강수강후기,"이번 년도에는 6일 동안 쉬다 보니 공부 한 날이 많더라고요 휴일을 이용해서 공부 열심히 하겠습니다
선생님도 휴일 잘 보내세요",5점
21,박자영,5444,김*채,23.09.28,10,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),13강수특후기,열심히해보겠습니다,5점
22,박자영,5444,김*혜,23.09.27,12,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),04강 꿈틀이 던던,"~1.항상 (0,1)을 지난다
2.일대일 대응>역함수이다
3.아프지 않기
4.못하더라도 수학 하루에 1시간 공부하기
5.차분히 열심히 하기
항상 감사합니다~   ",5점
23,박자영,5444,김*채,23.09.26,10,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),12강수특후기,수능까지 가겠습니다,5점
24,박자영,5444,김*채,23.09.26,10,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),11강수특후기,열심히하고 또열심히하겠습니다,5점
25,박자영,5444,이*은,23.09.24,18,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),선생님,선생님 수능이 거의 50일이 다되가요~ 진짜 얼마 안남았어요^^ 수능완성은 중요하기땜에 반드시 꼭 풀어봐야 해요.,5점
26,박자영,5444,김*채,23.09.17,19,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),10강수특후기,열심히해서 수학을 좋아해보도록 노력하겠습니다,5점
27,박자영,5444,김*채,23.09.16,8,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),9강수특후기,수학이 요즘 너무 재밌어요 풀면서도 풀이하면서도 너무재밌어서 강의 내내 재미 있었던 것같습니다 열심히 하겠습니다,5점
28,박자영,5444,김*채,23.09.13,16,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),8강수특후기,열심히 한다고 했지만 수시 원서 접수하고 학교에서 많이 바빴습니다 이제는 수능에 집중하기 위해서 열심히 하겠습니다,5점
29,박자영,5444,엄*채,23.08.22,150,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),재미있고 즐거운 수학시간,수능특강 문제 혼자 풀면 너무 어려워서 고민 끝에 .자영썜 강의를 듣게 되었는데요  수학이라는 과목 특정상 지루하고 언제 끝나지 이 지겨운 수학이란 생각이 들곤 하는데요 선생님 수업을 듣고 나니 그 걱정이 한순간에 사라져서 놀라웠어요 ㅎㅎ 무엇보다 친절하세요 문제풀이 하면서도 여기서는 이런 개념이 나와 이건 꼭 알아야 한다고 꾹꾹 찝어 주시고 평소 수학 개념을 문풀 할때 활용하기 힘들어서 이건 대체 뭔가 나는 누군가 하면서 멍 떄린적이 많았는데요 지금 생각해보면 별거 아니지만 수학 떄메 스트레스를 받은적인 무척 많던 저로서 고민이 술술 해결되어 감사했습니다또한 선생님이 너무 예쁘셔서 집중이 잘된답니다 ㅎㅎ ,베스트
30,박자영,5444,한*성,23.02.13,2268,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),"원하는 대학, 과를 간 학생입니다.","선생님 안녕하세요.ᐟ.ᐟ 진짜 오랜만에 뵙네요 ㅠ 23학번이 되어 제가 드디어 영어교육과라는 선생님 직업을
꿈을 꾸기위해 열심히 달려온 학생입니다. 저는 처음에 선생님 강의를 들으면서 수학1,2를 열심히 공부를 했는데
작년에 이렇게 수능을 같이 공부하면서 벌써 어엿한 성인이되어 다시 선생님이 수학 1,2를 맡으셔서 정말로 다행이라고 생각해요 ㅠㅠ
진짜로 후배들에게 하고싶은 말은 꼭 수시로 모든 일을 해결하여 수능은 최저를 맞추는 길로 인도하셨으면 좋겠어요.ᐟ.ᐟ
꼭 선생님 건강하시고 앞으로도 후배들에게 좋은 수학1,2를 가르쳐 꼭 꼭 수능완성까지 잘 이끌어 주셨으면 해요~~
오늘 하루도 건강하고 알차게 보내시길 바래요.ᐟ.ᐟ 드뎌 ~~ 나도 대학생이다~~~.ᐟ.ᐟ.ᐟ.ᐟ 20살 가보자고!",베스트
31,박자영,5444,김*채,23.09.10,12,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),7강수특후기,수학이 재밌어요 ,5점
32,박자영,5444,김*채,23.09.10,20,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),6강수특후기,끝까지 가자,스페셜
33,박자영,5444,이*은,23.09.08,17,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),선생님,선생님 이번 9월모평 수학도 너무 어려웠어요^^ 수학은 100분이여서 시간이 많아서 문제 푸는데 시간이 충분했었어요~,5점
34,박자영,5444,김*채,23.09.06,12,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),5강수특후기,9모 보고왔어요  잘본건 아니지만 열심히 풀었습니다 수능날 만점받을수 있도록 열심히하겠습니다,5점
35,박자영,5444,김*채,23.09.04,12,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),4강수특후기,시간이 얼마 안남은 만큼 열심히 하겠습니다,5점
36,박자영,5444,이*은,23.09.02,15,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),자영쌤,선생님 담주가 벌써 9월모평이라 떨리고 긴장되지만 좋은결과 얻고 싶어요~ 그리고 저는 담주 9월모평 치러가는 날에 수능원서도 작성하고 접수도 하기로 했어요^^ 수능원서 쓸 때 도로명 주소로 써야한다고 하시던데요.,5점
37,박자영,5444,김*채,23.08.30,11,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),3강수특후기,열심히 해서 수능에서 좋은결과 맞아와서 수능날 소삭 전하겠습니다0,5점
38,박자영,5444,김*채,23.08.29,13,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),2강 수특후기,수학공부 그동안 부모님 반대로 수학 공부를 못했는데 지금부터 라도 열심히 하겠습니다,5점
39,박자영,5444,김*채,23.08.27,31,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),1강수특후기,열심히하겠습니다,5점
40,박자영,5444,이*은,23.08.24,24,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),선생님,선생님 9월모평 얼마 안남은 가운데 떨리고 긴장되지만 좋은결과 있길 바랄께요^^ 날씨가 비오니까 시원해요~,5점
41,박자영,5444,이*은,23.08.19,22,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),선생님,선생님 어제 수능 90일이였어요^^ 시간이 참 빠르네요~ 남은시간도 열공해야겠어요.,5점
42,박자영,5444,이*은,23.08.11,24,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),선생님,선생님 9모 얼마 안남은 가운데 떨리고 긴장되지만 열심히 최선을 다해서 좋은결과 얻고 수능도 대박나고 싶어요~,5점
43,박자영,5444,이*은,23.07.22,89,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),자영쌤,선생님은 자영쌤이라서 이름이 너무 이쁘세요^^ 요즘 날씨가 더워서 지치기도 하고 공부하는데 힘들지만 그래도 더위를 이겨내야 해요^^,5점
44,박자영,5444,이*은,23.07.17,49,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),자영쌤,선생님 수학은 어려워도 포기하지말고 열심히 최선을 다해야 해요.,5점
45,박자영,5444,이*은,23.07.12,40,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),자영쌤,선생님 갈수록 더 이뻐지시는거 같아요. 요즘 날씨가 폭염이라 더워지고 있어서 앞으로 건강도 잘챙기면서 공부도 해야해요.,5점
46,박자영,5444,엄*채,23.08.22,150,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),재미있고 즐거운 수학시간,수능특강 문제 혼자 풀면 너무 어려워서 고민 끝에 .자영썜 강의를 듣게 되었는데요  수학이라는 과목 특정상 지루하고 언제 끝나지 이 지겨운 수학이란 생각이 들곤 하는데요 선생님 수업을 듣고 나니 그 걱정이 한순간에 사라져서 놀라웠어요 ㅎㅎ 무엇보다 친절하세요 문제풀이 하면서도 여기서는 이런 개념이 나와 이건 꼭 알아야 한다고 꾹꾹 찝어 주시고 평소 수학 개념을 문풀 할때 활용하기 힘들어서 이건 대체 뭔가 나는 누군가 하면서 멍 떄린적이 많았는데요 지금 생각해보면 별거 아니지만 수학 떄메 스트레스를 받은적인 무척 많던 저로서 고민이 술술 해결되어 감사했습니다또한 선생님이 너무 예쁘셔서 집중이 잘된답니다 ㅎㅎ ,베스트
47,박자영,5444,한*성,23.02.13,2270,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),"원하는 대학, 과를 간 학생입니다.","선생님 안녕하세요.ᐟ.ᐟ 진짜 오랜만에 뵙네요 ㅠ 23학번이 되어 제가 드디어 영어교육과라는 선생님 직업을
꿈을 꾸기위해 열심히 달려온 학생입니다. 저는 처음에 선생님 강의를 들으면서 수학1,2를 열심히 공부를 했는데
작년에 이렇게 수능을 같이 공부하면서 벌써 어엿한 성인이되어 다시 선생님이 수학 1,2를 맡으셔서 정말로 다행이라고 생각해요 ㅠㅠ
진짜로 후배들에게 하고싶은 말은 꼭 수시로 모든 일을 해결하여 수능은 최저를 맞추는 길로 인도하셨으면 좋겠어요.ᐟ.ᐟ
꼭 선생님 건강하시고 앞으로도 후배들에게 좋은 수학1,2를 가르쳐 꼭 꼭 수능완성까지 잘 이끌어 주셨으면 해요~~
오늘 하루도 건강하고 알차게 보내시길 바래요.ᐟ.ᐟ 드뎌 ~~ 나도 대학생이다~~~.ᐟ.ᐟ.ᐟ.ᐟ 20살 가보자고!",베스트
48,박자영,5444,김*혜,23.07.10,40,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),3강 꿈틀이 던던,"1. 밑이랑 진수 자리 바꾸면 역수가 됨
2. 상용로그란 밑이 10인 로그
3.강의 열심히 듣기
4.기초 문제 풀이하기
4강에서 봬요 샘!
항상 감사합니다~",5점
49,박자영,5444,이*은,23.07.07,34,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),선생님,선생님 어제 모든학교들도 9월모평 신청이 다 끝났던데요. 저도 이번에 9월모평 신청했어요^^,5점
50,박자영,5444,김*혜,23.07.06,39,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),2강 꿈틀이 던던~,"1.한번 밑은 영원한 밑
2.음수에서 역수로 바꾼다!
3.우유 마시기
4. 아프지 않기
5.강의 꾸준히 듣기",5점
51,박자영,5444,조*원,23.07.01,94,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),선생님,"반수생이에요
수학이 너무너무너무 싫어서 그 동안 수학 공부를 안 했었어요...
현역시절 수학 내신 등급도 3년 내내 5등급이었는데
국어랑 영어로 겨우겨우 3등급까지 메꿔왔어여...
그만큼 수학이 완~전히 노베이스인 상태라서
올해 6모도 6 뜨고 그랬는데요 ㅜ_ㅜ
천천히 올려보자는 마음으로 9모까지의 목표를 4등급으로 잡고 있어요

지금 시간도 7월으로 넘어갔구...
기초 다지기엔 너무 늦었나 싶지만 늦은만큼 속도 내볼게요!!!
쌤 강의 넘 재밌어요 수학 하면서 진짜 오랜만에 재미 느껴봤어요
강의 찍어주셔서 넘넘 감사해욤 열심히 수강할게여",5점
52,박자영,5444,신*하,23.06.24,110,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),선생님 자료 올려주세요,꾹꾹노트랑 사과나무 오티에서 자료실에 있다고 하셨는데 없어요ㅜㅜ 올려주세용!,스페셜
53,박자영,5444,이*은,23.06.21,34,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),선생님,선생님 저는 꿈이 중등교사인데요. 나중에 교사되서 선생님 만나고 싶어요. 수교 갈려면 수학을 더 잘해야 하던데요.,5점
54,박자영,5444,이*은,23.06.18,32,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),선생님,선생님 이번 6월모평 어려웠지만 당충전을 하면서 9월모평 준비도 잘해야겠어요^^,5점
55,박자영,5444,김*욱,23.06.15,95,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),그냥 보고만있어도 이해가되는 신가한 강의,강의가 차분하고 그냥 필기만 보아도 정리가 잘됩니다.,5점
56,박자영,5444,이*은,23.06.05,77,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),자영쌤,선생님 이번 6월모평 수학도 너무 어려웠어요^^ 6월모평 잊어버리고 9월모평은 잘쳐야겠어요~,5점
57,박자영,5444,주*재,23.05.19,87,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),선생님,선생님확률과통계는안하시나요,5점
58,박자영,5444,이*은,23.05.11,57,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),선생님,선생님 수학은 어려워도 포기하지말고 열심히 해내고 이겨내야 해요.,5점
59,박자영,5444,김*혜,23.05.09,107,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),1강 수강후기,강의를 다운로드 하여 듣고 수강후기를 안 올렸더라고요 앞으로 열심히 열심히 강의 수강하고 수강후기 달리도록 하겠습니다 열심히 할게요!🥰,스페셜
60,박자영,5444,이*우,23.05.08,71,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),사과나무?,"자영쌤 사과나무 올려주신다면서요.
언제 올려주시나요???",5점
61,박자영,5444,이*은,23.04.26,69,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),선생님,선생님 저도 수학을 잘하고 싶어요. 수학은 문제 푸는게 어렵더라도 열심히 잘 풀어야 하던데요.,5점
62,박자영,5444,이*은,23.04.24,57,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),자영쌤,선생님은 올해 수1+수2 강의를 진행 하시네요. ,5점
63,박자영,5444,엄*채,23.08.22,152,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),재미있고 즐거운 수학시간,수능특강 문제 혼자 풀면 너무 어려워서 고민 끝에 .자영썜 강의를 듣게 되었는데요  수학이라는 과목 특정상 지루하고 언제 끝나지 이 지겨운 수학이란 생각이 들곤 하는데요 선생님 수업을 듣고 나니 그 걱정이 한순간에 사라져서 놀라웠어요 ㅎㅎ 무엇보다 친절하세요 문제풀이 하면서도 여기서는 이런 개념이 나와 이건 꼭 알아야 한다고 꾹꾹 찝어 주시고 평소 수학 개념을 문풀 할때 활용하기 힘들어서 이건 대체 뭔가 나는 누군가 하면서 멍 떄린적이 많았는데요 지금 생각해보면 별거 아니지만 수학 떄메 스트레스를 받은적인 무척 많던 저로서 고민이 술술 해결되어 감사했습니다또한 선생님이 너무 예쁘셔서 집중이 잘된답니다 ㅎㅎ ,베스트
64,박자영,5444,한*성,23.02.13,2271,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),"원하는 대학, 과를 간 학생입니다.","선생님 안녕하세요.ᐟ.ᐟ 진짜 오랜만에 뵙네요 ㅠ 23학번이 되어 제가 드디어 영어교육과라는 선생님 직업을
꿈을 꾸기위해 열심히 달려온 학생입니다. 저는 처음에 선생님 강의를 들으면서 수학1,2를 열심히 공부를 했는데
작년에 이렇게 수능을 같이 공부하면서 벌써 어엿한 성인이되어 다시 선생님이 수학 1,2를 맡으셔서 정말로 다행이라고 생각해요 ㅠㅠ
진짜로 후배들에게 하고싶은 말은 꼭 수시로 모든 일을 해결하여 수능은 최저를 맞추는 길로 인도하셨으면 좋겠어요.ᐟ.ᐟ
꼭 선생님 건강하시고 앞으로도 후배들에게 좋은 수학1,2를 가르쳐 꼭 꼭 수능완성까지 잘 이끌어 주셨으면 해요~~
오늘 하루도 건강하고 알차게 보내시길 바래요.ᐟ.ᐟ 드뎌 ~~ 나도 대학생이다~~~.ᐟ.ᐟ.ᐟ.ᐟ 20살 가보자고!",베스트
65,박자영,5444,최*소,23.04.23,150,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),선생님 n수 학생 질문드립니다ㅜㅜ!!,"선생님 강의를 듣게된 학생입니다!!
수학을 강의로 듣는 게 처음인데, n수 노베이스 학생인 저는 내신 강의 수2는 제외하고 2024 수능특강 수학 종합만 들으면 될까요? 그리고 향후 올리시는 강좌로는 수학 완성만 남아있는지, 확률과 통계 과목도 올려주시는지, 어떤 강좌가 남아있는지 궁금합니다!
수학 공부가 너무 어려운 학생이라 선생님의 도움이 필요합니다ㅠㅠ 강의 열심히 잘 들어보겠습니다!!",5점
66,박자영,5444,이*은,23.04.22,32,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),선생님,선생님 수학은 어려워도 포기하지말고 열심히 문제도 푸는게 매우 중요해요.,5점
67,박자영,5444,이*혜,23.04.19,47,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),1강 수강 후기,"안녕하세요! 선생님 오늘 처음으로 오티와 1강을 듣게 되었는데, 제가 다른 친구들보다 조금 기초가 부족해서(아예 없는 건 아닌데, 까먹은 내용도 있고 해서용...) 이 강의를 처음 접하게 되었는데, 저에게 수학이라는 과목은 어렸을 때부터 싫어하던 과목이었고, 고등학교 생활 중 한 마디로 수포자였어요. 수학을 어려워하는 학생들에게 쉽게 알려주는 강의가 없나 했는데 선생님의 강의가 딱 그런 것 같아요!! 
1강 들었는데 하나 둘 기억이 생각나네요 ㅎㅎ 아 참고로 저는 반수생입니다! 저도 교육 쪽으로 가고 싶어서 선생님의 강의 열심히 하시는 모습 그리고 쉽게 알려주시는 모습 너무 본받고 싶어요 ㅎㅎ 감사합니다!!",5점
68,박자영,5444,이*은,23.04.19,38,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),자영쌤,선생님 저는 작년에도 선생님하고 강의를 들었던 재수생인데요. 올해도 선생님하고 같이 강의수업을 하게 되니 너무 좋아요. 선생님은 올해 수학종학 수1+수2 진행하시네요.,5점
69,박자영,5444,송*원,23.04.07,37,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),수학을 잘하고 싶은 꿈틀이 10강 던던,"사인 함수는 꾸물거리는 그래프

코사인은 구덩이 모양, 탄젠트는 용이 승천하는 모양!

안좋은 일은 빨리빨리 잊어버리기!",5점
70,박자영,5444,송*원,23.04.01,26,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),수학을 잘하고 싶은 꿈틀이 9강 던던!,"1.tan은 동경의 기울기!

2.sin^2,con^2는 무조건 1!

3.계획한 일은 바로바로 실천에 옮기기!",5점
71,박자영,5444,송*원,23.03.27,29,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),수학을 잘하고 싶은 꿈틀이 8강 던던!,"1. 호도법은 각의 크기를 나타내는 방법!

2. 1라디안=180/∏

3. 복습을 습관화 하기!",5점
72,박자영,5444,심*수,23.03.22,109,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),수학,박자영 선생님 7강 까지 잘 들었슴니다,스페셜
73,박자영,5444,송*원,23.03.22,30,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),수학을 잘하고 싶은 꿈틀이 7강 던던!,"1.최댓값,최솟값은 그래프로 나타내기
2.밑조건, 진수조건 기억하기!
3. 3월 모의고사 잘 보자! 화이팅!",스페셜
74,박자영,5444,송*원,23.03.16,33,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),수학을 잘하고 싶은 꿈틀이 6강 던던!,"1.지수함스나 로그함수나 대칭이동은 동일!
2.문제 풀때 대칭이동 꼭 이용하기!
3.목표 달성을 위해 포기하지 말기!",5점
75,박자영,5444,김*희,23.03.16,84,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),선생님이 제일 잘가르쳐주시는 것 같아요,모든 문제 다 풀어주셨으면...레벨 별로 선생님들이 나뉘어져있어서 찾아듣기 힘드네요,5점
76,박자영,5444,심*수,23.03.16,31,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),수학,박자영 선생님 안녕하세요 심휘 수라고  함니다  선생님 의 강의  6강 까지 들었슴니다 꼭 완강하갰슴니다,5점
77,박자영,5444,김*수,23.03.15,27,[2024 수능특강] 박자영의 수학종합(수학Ⅰ+Ⅱ),[하늘색 나비가 될 꿈틀이] 1강 던던,"1.거듭제곱근은 무엇을 n번 곱해야 a가 되니?""💛
2.드디어 수특 입성🥺💕
3.학교에서도 놀지않고 공부하기!🔥(+기죽지 말기!)",5점
